label_num,label_text
312,2.마트-할인정보확인-특정품목확인
313,2.반복일상-귀가-외출모드해제
314,2.반복일상-기상-취침모드해제
315,2.반복일상-외출-외출모드실행
316,2.반복일상-취침-취침모드실행
317,2.영화관-매점이용-매점위치안내
318,2.영화관-매점이용-매점이용안내
319,2.영화관-매점이용-스낵구매
320,2.영화관-매점이용-음료구매
321,2.영화관-시설안내-대기장소
322,2.영화관-시설안내-목적지안내
323,2.영화관-시설안내-상영관
324,2.영화관-시설안내-상점
325,2.영화관-시설안내-시설세부정보
326,2.영화관-시설안내-시설지도
327,2.영화관-시설안내-화장실
328,2.영화관-영화예매-영화시간확인
329,2.영화관-영화예매-영화정보확인
330,2.영화관-영화예매-영화표발권
331,2.영화관-영화예매-예약표발권
332,2.영화관-주차등록-주차등록정보확인
333,2.영화관-주차등록-주차비정산
334,2.영화관-주차등록-주차예약
335,2.영화관-주차등록-주차요금확인
336,2.영화관-주차등록-차량번호검색
337,2.의료-병원시설정보-내부시설운영시간
338,2.의료-병원시설정보-내부편의시설확인
339,2.의료-병원시설정보-목적지길안내
340,2.의료-병원시설정보-목적지표시
341,2.의료-병원시설정보-시설내부지도
342,2.의료-병원시설정보-시설상세정보
343,2.의료-의료진호출-간병인긴급호출
344,2.의료-의료진호출-간병인호출
345,2.의료-의료진호출-간호사긴급호출
346,2.의료-의료진호출-간호사호출
347,2.의료-의료진호출-관계자호출
348,2.의료-의료진호출-의사호출
349,2.의료-주차정산-주차비정산
350,2.의료-주차정산-주차비확인
351,2.의료-주차정산-주차요금정보
352,2.의료-진료시간예약-예약시간변경
353,2.의료-진료시간예약-예약시간확인
354,2.의료-진료시간예약-예약취소
355,2.의료-진료시간예약-진료/검진예약
356,2.의료-진료시간예약-진료과별예약가능시간조회
357,2.의료-진료시간조회-담당의별예약가능시간조회
358,2.조명-거실조명제어-단계내리기
359,2.조명-거실조명제어-단계설정
360,2.조명-거실조명제어-단계올리기
361,2.조명-거실조명제어-불끄기
362,2.조명-거실조명제어-불켜기
363,2.조명-거실조명제어-위치
364,2.조명-거실조명제어-최대설정
365,2.조명-거실조명제어-최소설정
366,2.조명-거실조명제어-타이머설정
367,2.조명-안방조명제어-단계내리기
368,2.조명-안방조명제어-단계설정
369,2.조명-안방조명제어-단계올리기
370,2.조명-안방조명제어-불끄기
371,2.조명-안방조명제어-불켜기
372,2.조명-안방조명제어-위치
373,2.조명-안방조명제어-최대설정
374,2.조명-안방조명제어-최소설정
375,2.조명-안방조명제어-타이머설정
376,2.조명-전체조명제어-단계내리기
377,2.조명-전체조명제어-단계설정
378,2.조명-전체조명제어-단계올리기
379,2.조명-전체조명제어-불끄기
380,2.조명-전체조명제어-불켜기
381,2.조명-전체조명제어-위치
382,2.조명-전체조명제어-최대설정
383,2.조명-전체조명제어-최소설정
384,2.조명-전체조명제어-타이머설정
385,2.차선제어-갓길이동정차-갓길이동명령
386,2.차선제어-차선변경-오른쪽으로차선변경
387,2.차선제어-차선변경-왼쪽으로차선변경
388,2.차선제어-차선변경-차선변경
389,2.차선제어-차선유지-차선유지모드끄기
390,2.차선제어-차선유지-차선유지모드켜기
391,2.편의기능-알람-벨소리변경
392,2.편의기능-알람-음량설정
393,2.편의기능-알람-주기반복
394,2.편의기능-알람-특정시각알람
395,2.편의기능-음식주문-누적이력확인
396,2.편의기능-음식주문-단순이력확인
397,2.편의기능-음식주문-맛집위치확인
398,2.편의기능-음식주문-특정맛집확인
399,2.편의기능-인터넷검색-메일삭제
400,2.편의기능-인터넷검색-전체순위확인
401,2.편의기능-인터넷검색-즐겨찾기추가
402,2.편의기능-인터넷검색-특정순위검색
403,2.편의기능-캘린더-날짜확인
404,2.편의기능-캘린더-단순확인
405,2.편의기능-캘린더-일정등록하기
406,2.편의기능-캘린더-특정일내약속확인
407,3.IoT-Modechange-모드전환
408,3.IoT-ON/OFF-전자기기OFF
409,3.IoT-ON/OFF-전자기기ON
410,3.IoT-ON/OFF-조명OFF
411,3.IoT-상태정보-기기위치찾기
412,3.IoT-상태정보-정보확인
413,3.IoT-상태조정-상태확인
414,3.IoT-상태조정-세기낮추기
415,3.IoT-상태조정-세기올리기
416,3.IoT-상태조정-온오프확인
417,3.공항-대중교통/숙박정보-게스트하우스
418,3.공항-대중교통/숙박정보-공항전철
419,3.공항-대중교통/숙박정보-시내버스
420,3.공항-대중교통/숙박정보-시외버스
421,3.공항-대중교통/숙박정보-택시
422,3.공항-대중교통/숙박정보-호텔
423,3.공항-비행정보-도착시간
424,3.공항-비행정보-비행소요시간
425,3.공항-비행정보-출발시간
426,3.공항-비행정보-탑승항공기별수속위치
427,3.공항-시설정보-민원
428,3.공항-시설정보-은행
429,3.공항-시설정보-카운터
430,3.공항-시설정보-택배
431,3.공항-시설정보-통신사
432,3.공항-시설정보-화장실
433,3.공항-주차정산-주차비정산
434,3.공항-주차정산-차량검색
435,3.공항-주차정산-차량위치조회
436,3.공항-직원호출-단순직원호출
437,3.공항-직원호출-장애인및신체적약자시설이용
438,3.도서관-도서검색/대출-나의대출목록
439,3.도서관-도서검색/대출-나의대출이력
440,3.도서관-도서검색/대출-나의대출현황
441,3.도서관-도서검색/대출-논문검색
442,3.도서관-도서검색/대출-도서검색
443,3.도서관-도서검색/대출-도서대출
444,3.도서관-도서검색/대출-도서반납
445,3.도서관-도서검색/대출-연속간행물검색
446,3.도서관-도서검색/대출-카테고리검색
447,3.도서관-시설정보-공연/전시/강의실안내
448,3.도서관-시설정보-도서관목적지안내
449,3.도서관-시설정보-도서관부대시설정보
450,3.도서관-시설정보-도서관서가지도
451,3.도서관-시설정보-도서관시설정보
452,3.도서관-시설정보-도서관시설지도
453,3.도서관-시설정보-도서자료실안내
454,3.도서관-시설정보-디지털자료실안내
455,3.도서관-시설정보-매점안내
456,3.도서관-시설정보-복사실안내
457,3.도서관-시설정보-열람실안내
458,3.도서관-좌석정보/예약-나의예약정보
459,3.도서관-좌석정보/예약-예약취소
460,3.도서관-좌석정보/예약-잔여좌석
461,3.도서관-좌석정보/예약-좌석검색
462,3.도서관-좌석정보/예약-좌석예약
463,3.마트-가격비교-유사상품가격비교
464,3.마트-상품위치및정보-상품정보검색
465,3.반복제어-설정세팅-운전자맞춤설정
466,3.반복제어-설정세팅-운전자설정변경
467,3.반복제어-설정세팅-운전자설정확인
468,3.비상제어-보험사연락-자동보험사연락
469,3.비상제어-차량비상정지-비상정지모드끄기
470,3.비상제어-차량비상정지-비상정지모드켜기
471,3.커뮤니케이션-메시지-메시지작성
472,3.커뮤니케이션-메시지-메시지창실행
473,3.커뮤니케이션-메시지-발신자검색
474,3.커뮤니케이션-메시지-키워드검색
475,3.커뮤니케이션-메시지-특정기준나열
476,3.커뮤니케이션-소셜미디어-글씨크기조절
477,3.커뮤니케이션-소셜미디어-단순예약
478,3.커뮤니케이션-소셜미디어-임의조절
479,3.커뮤니케이션-소셜미디어-자막추가
480,3.커뮤니케이션-전화-전화번호부열기
481,3.커뮤니케이션-전화-전화번호찾기
482,3.커뮤니케이션-전화-최근통화재발신
483,3.플러그-선풍기플러그-위치
484,3.플러그-선풍기플러그-전원끄기
485,3.플러그-선풍기플러그-전원켜기
486,3.플러그-선풍기플러그-타이머설정
487,3.플러그-전원플러그-위치
488,3.플러그-전원플러그-전원끄기
489,3.플러그-전원플러그-전원켜기
490,3.플러그-전원플러그-타이머설정
491,3.플러그-컴퓨터플러그-위치
492,3.플러그-컴퓨터플러그-전원끄기
493,3.플러그-컴퓨터플러그-전원켜기
494,3.플러그-컴퓨터플러그-타이머설정
495,4.비상제어-경적제어-경적음끄기
496,4.비상제어-경적제어-경적음켜기
497,4.비상제어-비상등제어-비상등끄기
498,4.비상제어-비상등제어-비상등켜기
499,4.식당/카페-음식주문/계산-결제정보
500,4.식당/카페-음식주문/계산-메뉴계산
501,4.식당/카페-음식주문/계산-메뉴보기
502,4.식당/카페-음식주문/계산-메뉴선택
503,4.식당/카페-음식주문/계산-메뉴정보
504,4.식당/카페-음식주문/계산-메뉴주문
505,4.식당/카페-음식주문/계산-메뉴추천
506,4.식당/카페-음식주문/계산-메뉴확인
507,4.식당/카페-음식주문/계산-음식주문
508,4.식당/카페-직원호출-알레르기정보전달
509,4.식당/카페-직원호출-재료확인
510,4.식당/카페-직원호출-정보전달
511,4.식당/카페-직원호출-직원호출
512,4.안전-가스밸브잠금-가스밸브상태확인
513,4.안전-가스밸브잠금-가스밸브잠금설정
514,4.안전-가스밸브잠금-가스밸브잠금해제
515,4.안전-가스밸브잠금-타이머설정
516,4.안전-현관문잠금-현관문잠금상태확인
517,4.안전-현관문잠금-현관문잠금설정
518,4.안전-현관문잠금-현관문잠금해제
519,4.외부정보-날씨정보-감성날씨
520,4.외부정보-날씨정보-근처날씨확인
521,4.외부정보-날씨정보-내일날씨확인
522,4.외부정보-날씨정보-오늘날씨확인
523,4.외부정보-날씨정보-주간날씨
524,4.외부정보-날씨정보-특정지역날씨확인
525,4.외부정보-스포츠정보-경기검색
526,4.외부정보-스포츠정보-구단검색
527,4.외부정보-스포츠정보-농구정보검색
528,4.외부정보-스포츠정보-배구정보검색
529,4.외부정보-스포츠정보-선수검색
530,4.외부정보-스포츠정보-야구정보검색
531,4.외부정보-스포츠정보-이스포츠정보검색
532,4.외부정보-스포츠정보-축구정보검색
533,4.외부정보-음식정보-음식레시피검색
534,4.외부정보-음식정보-음식재료추천
535,4.외부정보-음식정보-음식재료확인
536,4.외부정보-일정확인-내일일정확인
537,4.외부정보-일정확인-다음주일정확인
538,4.외부정보-일정확인-오늘일정확인
539,4.외부정보-일정확인-이번주일정확인
540,4.외부정보-일정확인-주간일정확인
541,4.외부정보-주식정보-특정기업주식정보
542,4.외부정보-주식정보-현재나의주식정보
543,4.외부정보-주식정보-현재주식시장정보
544,4.정보-건강상식&실버교육서비스-건강체조검색
545,4.정보-건강상식&실버교육서비스-건강체조재생
546,4.정보-건강상식&실버교육서비스-명상재생
547,4.정보-교통정보-개요확인
548,4.정보-교통정보-도로별교통정보
549,4.정보-교통정보-사고/통제정보확인
550,4.정보-교통정보-사고발생구간확인
551,4.정보-교통정보-세부경로설정
552,4.정보-교통정보-실시간도로상황
553,4.정보-교통정보-지역별교통정보
554,4.정보-교통정보-최적경로탐색
555,4.정보-교통정보-특정구간확인
556,4.정보-금융뉴스-금융뉴스확인
557,4.정보-금융뉴스-기업/종목분석
558,4.정보-금융뉴스-시황/전망
559,4.정보-금융뉴스-주가확인
560,4.정보-금융뉴스-주식등락률확인
561,4.정보-금융뉴스-주요뉴스요약
562,4.정보-금융뉴스-주요뉴스정보요청
563,4.정보-금융뉴스-주요뉴스확인
564,4.정보-금융뉴스-최신금융뉴스
565,4.정보-금융뉴스-최신주요뉴스
566,4.정보-금융뉴스-환율계산
567,4.정보-금융뉴스-환율정보확인
568,4.정보-금융뉴스-환율증감확인
569,4.정보-날씨-개요확인
570,4.정보-날씨-내일강우확인
571,4.정보-날씨-내일기상특보확인
572,4.정보-날씨-내일날씨확인
573,4.정보-날씨-내일대기오염정보확인
574,4.정보-날씨-다음주예보
575,4.정보-날씨-오늘강수확인
576,4.정보-날씨-오늘날씨확인
577,4.정보-날씨-일주일강수예보
578,4.정보-날씨-일주일예보
579,4.정보-날씨-주말강수예보
580,4.정보-날씨-주말날씨
581,4.정보-날씨-특정정보확인
582,4.정보-날씨-현재날씨확인
583,4.정보-날씨-현재비오는지확인
584,4.정보-뉴스-단순선택
585,4.정보-뉴스-전해주기
586,4.정보-뉴스-종합뉴스
587,4.정보-스포츠정보-경기결과검색
588,4.정보-스포츠정보-경기일정확인
589,4.정보-스포츠정보-뉴스검색
590,4.정보-스포츠정보-단순예약
591,4.정보-스포츠정보-대회별일정확인
592,4.정보-스포츠정보-일정표검색
593,4.정보-스포츠정보-종목별일정확인
594,4.정보-스포츠정보-중계시간확인
595,4.정보-치매예방서비스-구구단풀기
596,4.정보-치매예방서비스-산수문제풀기
597,4.정보-치매예방서비스-퍼즐맞추기
598,4.주행정보-속도확인-자율주행속도확인
599,4.주행정보-자율주행가능여부-자율주행가능여부확인
600,4.주행정보-주행기록-자율주행주행기록
601,4.커뮤니케이션-메시지-메시지수정
602,4.커뮤니케이션-메시지-메시지취소
603,4.커뮤니케이션-메시지-메시지확인
604,4.커뮤니케이션-소셜미디어-알림장확인/읽기
605,4.커뮤니케이션-전화-가족에게전화
606,4.커뮤니케이션-전화-전화걸기
607,4.커뮤니케이션-전화-전화끊기
608,5.건강-복약시간-복약시간설정
609,5.건강-복약시간-복약시간알림
610,5.건강-복약시간-약복용법
611,5.건강-복약시간-약정보
612,5.건강-복약시간-약효과
613,5.건강-진료스케쥴-건강검진예약
614,5.건강-진료스케쥴-물리치료예약
615,5.건강-진료스케쥴-진료예약
616,5.공항-대중교통/숙박정보-근처숙박시설정보
617,5.안심케어-긴급SOS-위험알림
618,5.안심케어-메시지-가족에게자동메시지
619,5.안심케어-메시지-가족에게자동연락/알림
620,5.안심케어-메시지-가족에게자동전화
621,5.안심케어-메시지-긴급메시지전송
622,5.안심케어-메시지-긴급메시지취소
623,5.안심케어-전화-가족에게긴급전화
624,5.외부서비스-SNS기능-카카오톡
625,5.외부서비스-SNS기능-텔레그램
626,5.외부서비스-검색기능-가게/공공시설검색
627,5.외부서비스-검색기능-검색어검색
628,5.외부서비스-검색기능-정보검색
629,5.외부서비스-음악서비스-가수로검색
630,5.외부서비스-음악서비스-감성음악
631,5.외부서비스-음악서비스-음악검색
632,5.외부서비스-음악서비스-차트검색
633,5.외부서비스-음악서비스-테마로검색
634,5.외부서비스-주문결제-등록식당검색
635,5.외부서비스-주문결제-메뉴검색
636,5.외부서비스-주문결제-음식주문
637,5.외부서비스-주문결제-추천메뉴
